,ind,occ,union,public_sector,multiple_jobs,salary,ptm,gender,self
3137,manufacturing,natural and applied sciences,0,0,0,139196.42857142858,0,0,0
3138,transportation and warehousing,middle management,0,0,1,89483.41836734694,0,0,1
3139,health care and social assistance,"technical, assisting and related in health",1,1,0,49050.17006802721,1,1,0
3140,utilities,natural and applied sciences,1,1,0,82855.01700680272,0,1,0
3141,health care and social assistance,"technical, assisting and related in health",0,1,0,62306.97278911565,0,1,0
3142,construction,"wholesale, technical, insurance, real estate sales specialists",0,0,0,59655.61224489796,0,0,0
3143,health care and social assistance,"technical, assisting and related in health",1,0,0,43747.44897959184,0,1,0
3144,trade,"retail salespersons, sales clerks, cashiers",0,0,1,39770.40816326531,0,1,0
3145,manufacturing,"financial, secretarial and administrative",0,0,0,62306.97278911565,0,1,0
3146,manufacturing,machine operators and assemblers in manufacturing,0,0,0,42421.768707483,0,0,0
3147,manufacturing,"financial, secretarial and administrative",0,0,0,53027.21088435374,0,1,0
3148,"business, building and other support services",,0,0,0,34467.68707482993,0,0,0
3149,other services,professional in business and finance,0,0,0,115997.02380952382,0,1,0
3150,construction,construction trades,0,0,0,54352.89115646259,0,0,0
3151,manufacturing,machine operators and assemblers in manufacturing,1,0,0,43747.44897959184,0,1,0
3152,trade,clerical and supervisor occupations,0,0,0,38444.727891156464,0,1,0
3153,manufacturing,machine operators and assemblers in manufacturing,0,0,1,79540.81632653062,0,0,0
3154,construction,contractors and supervisors in trades and transportation,0,0,0,42421.768707483,0,0,0
3155,educational services,teachers and professors,1,1,0,50375.85034013606,1,1,0
3156,"information, culture and recreation",middle management,0,1,0,79540.81632653062,0,1,0
3157,health care and social assistance,,1,1,0,42421.768707483,0,1,0
3158,other services,,0,0,0,16571.003401360544,0,1,0
3159,"finance, insurance, real estate and leasing",professional in business and finance,0,0,0,132568.02721088435,0,0,0
3160,health care and social assistance,"occupations in social science, government service and religion",0,0,1,11599.702380952382,1,1,0
3161,construction,middle management,0,0,0,51701.5306122449,0,0,0
3162,trade,"retail salespersons, sales clerks, cashiers",0,0,0,106054.42176870749,0,1,0
3163,health care and social assistance,"technical, assisting and related in health",1,1,0,54352.89115646259,1,1,0
3164,transportation and warehousing,transport and equipment operators,0,0,0,69598.21428571429,0,0,0
3165,trade,clerical and supervisor occupations,0,0,0,26513.60544217687,0,1,0
3166,utilities,other trades,1,0,0,76226.6156462585,0,0,0
3167,"forestry, fishing, mining, oil and gas",middle management,0,0,0,92797.61904761904,0,0,0
3168,agriculture,occupations unique to primary industry,0,0,1,30490.6462585034,0,0,1
3169,health care and social assistance,"technical, assisting and related in health",0,0,0,29164.96598639456,1,1,0
3170,trade,"retail salespersons, sales clerks, cashiers",0,0,0,50375.85034013606,0,1,0
3171,educational services,teachers and professors,1,1,0,119311.22448979592,0,0,0
3172,"professional, scientific and technical services",professional in health,0,0,0,38444.727891156464,0,1,0
3173,manufacturing,machine operators and assemblers in manufacturing,0,0,0,79540.81632653062,0,0,0
3174,trade,"retail salespersons, sales clerks, cashiers",0,0,0,31816.326530612245,0,0,0
3175,accommodation and food services,"chefs and cooks, food and beverage service",0,0,0,17233.843537414967,0,0,0
3176,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,60981.292517006805,0,0,0
3177,manufacturing,natural and applied sciences,0,0,0,165710.03401360544,0,0,0
3178,"business, building and other support services",occupations unique to primary industry,0,0,0,42421.768707483,0,0,0
3179,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,37119.04761904762,0,1,0
3180,health care and social assistance,"occupations in social science, government service and religion",1,0,0,58329.93197278912,0,1,0
3181,health care and social assistance,"technical, assisting and related in health",1,1,0,55678.57142857144,0,0,0
3182,"professional, scientific and technical services",clerical and supervisor occupations,0,0,0,21210.884353741498,1,1,0
3183,transportation and warehousing,transport and equipment operators,1,1,0,69598.21428571429,0,1,0
3184,health care and social assistance,"occupations in social science, government service and religion",0,1,0,119311.22448979592,0,1,0
3185,educational services,"occupations in social science, government service and religion",1,1,0,54352.89115646259,0,1,0
3186,trade,"retail salespersons, sales clerks, cashiers",0,0,0,19885.20408163265,0,1,0
3187,health care and social assistance,"occupations in social science, government service and religion",1,1,0,34467.68707482993,0,1,0
3188,trade,clerical and supervisor occupations,0,0,0,72912.4149659864,0,0,0
3189,public administration,middle management,0,1,0,172338.43537414967,0,0,0
3190,"professional, scientific and technical services",natural and applied sciences,0,0,0,122625.42517006805,0,1,0
3191,public administration,professional in business and finance,1,1,0,152453.231292517,0,1,0
3192,educational services,teachers and professors,1,1,0,99426.02040816328,0,1,0
3193,educational services,teachers and professors,1,1,0,72912.4149659864,0,1,0
3194,"professional, scientific and technical services",clerical and supervisor occupations,0,0,1,22536.56462585034,0,1,0
3195,"professional, scientific and technical services","occupations in social science, government service and religion",0,0,0,145824.8299319728,0,0,0
3196,health care and social assistance,"technical, assisting and related in health",1,0,0,57004.251700680274,0,1,0
3197,trade,middle management,0,0,0,64958.333333333336,0,0,0
3198,health care and social assistance,professional in health,1,0,1,92797.61904761904,1,1,0
3199,trade,clerical and supervisor occupations,0,0,0,43747.44897959184,0,1,0
3200,"information, culture and recreation",middle management,0,0,0,46398.80952380953,0,1,0
3201,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,37119.04761904762,0,1,0
3202,public administration,occupation in protective services,1,1,0,99426.02040816328,0,0,0
3203,manufacturing,other trades,1,0,0,106054.42176870749,0,0,0
3204,accommodation and food services,,1,0,0,35793.36734693878,0,1,0
3205,"finance, insurance, real estate and leasing",natural and applied sciences,0,0,0,119311.22448979592,0,0,1
3206,manufacturing,"trades helpers, construction, and transportation labourers",1,0,0,66284.01360544217,0,0,0
3207,transportation and warehousing,transport and equipment operators,1,0,0,66284.01360544217,0,0,0
3208,trade,clerical and supervisor occupations,0,0,0,89483.41836734694,0,0,0
3209,"business, building and other support services","labourer in processing, manufacturing and utilities",0,0,0,45073.12925170068,0,0,0
3210,manufacturing,machine operators and assemblers in manufacturing,1,0,0,125939.62585034016,0,0,0
3211,educational services,,1,1,0,39770.40816326531,0,1,0
3212,health care and social assistance,middle management,1,1,1,96111.81972789115,0,1,0
3213,trade,"retail salespersons, sales clerks, cashiers",1,0,0,29164.96598639456,0,1,0
3214,manufacturing,natural and applied sciences,0,0,0,231994.04761904763,0,0,0
3215,"professional, scientific and technical services","occupations in social science, government service and religion",0,0,1,76226.6156462585,1,0,1
3216,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,139196.42857142858,0,0,0
3217,health care and social assistance,,1,1,0,47724.48979591837,0,1,0
3218,"information, culture and recreation",,0,1,0,49050.17006802721,0,0,0
3219,trade,"retail salespersons, sales clerks, cashiers",0,0,0,79540.81632653062,0,1,0
3220,educational services,teachers and professors,1,1,0,129253.82653061223,0,0,0
3221,educational services,childcare and home support workers,1,1,0,50375.85034013606,0,1,0
3222,"information, culture and recreation","occupations in social science, government service and religion",0,0,0,49050.17006802721,0,0,0
3223,"forestry, fishing, mining, oil and gas",natural and applied sciences,1,0,0,132568.02721088435,0,0,0
3224,educational services,teachers and professors,1,1,0,109368.6224489796,0,1,0
3225,"professional, scientific and technical services","financial, secretarial and administrative",0,0,0,37119.04761904762,0,1,0
3226,trade,,0,0,0,24525.08503401361,0,0,0
3227,trade,"retail salespersons, sales clerks, cashiers",0,0,0,30490.6462585034,0,1,0
3228,educational services,teachers and professors,1,1,0,86169.21768707484,0,0,0
3229,public administration,"financial, secretarial and administrative",1,1,0,112682.8231292517,0,0,0
3230,"business, building and other support services",middle management,0,0,0,38444.727891156464,0,1,0
3231,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,1,76226.6156462585,0,0,0
3232,public administration,other trades,1,1,1,125939.62585034016,0,0,1
3233,public administration,"occupations in social science, government service and religion",1,1,0,96111.81972789115,0,1,0
3234,,middle management,0,0,0,112682.8231292517,0,0,0
3235,educational services,natural and applied sciences,1,1,0,79540.81632653062,0,0,0
3236,construction,middle management,0,0,0,79540.81632653062,0,0,0
3237,trade,"retail salespersons, sales clerks, cashiers",1,0,0,33142.00680272109,0,1,0
3238,"information, culture and recreation",clerical and supervisor occupations,0,0,0,53027.21088435374,0,1,0
3239,construction,construction trades,1,0,0,125939.62585034016,0,0,0
3240,trade,"wholesale, technical, insurance, real estate sales specialists",1,0,0,41096.08843537415,0,0,0
3241,trade,transport and equipment operators,0,0,0,46398.80952380953,0,0,0
3242,trade,middle management,0,0,0,165710.03401360544,0,0,0
3243,public administration,clerical and supervisor occupations,1,1,0,58329.93197278912,0,1,0
3244,transportation and warehousing,transport and equipment operators,1,1,0,112682.8231292517,0,0,0
3245,"professional, scientific and technical services",middle management,0,0,0,72912.4149659864,0,0,0
3246,public administration,natural and applied sciences,1,1,0,132568.02721088435,0,0,0
3247,manufacturing,"trades helpers, construction, and transportation labourers",0,0,0,49050.17006802721,0,1,0
3248,trade,"wholesale, technical, insurance, real estate sales specialists",1,0,0,30490.6462585034,0,0,0
3249,educational services,"financial, secretarial and administrative",1,1,0,66284.01360544217,0,1,0
3250,health care and social assistance,"financial, secretarial and administrative",0,1,0,62969.81292517008,0,1,0
3251,public administration,occupation in protective services,1,1,0,79540.81632653062,0,1,0
3252,health care and social assistance,middle management,0,0,0,231994.04761904763,0,1,0
3253,manufacturing,machine operators and assemblers in manufacturing,0,0,0,55678.57142857144,0,1,0
3254,educational services,teachers and professors,1,1,0,42421.768707483,1,0,0
3255,other services,professional in business and finance,1,0,0,159081.63265306124,0,0,0
3256,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,35793.36734693878,1,1,0
3257,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,27839.28571428572,0,1,0
3258,educational services,,1,1,0,59655.61224489796,0,0,0
3259,other services,"financial, secretarial and administrative",0,0,0,86169.21768707484,0,0,0
3260,trade,professional in business and finance,0,0,0,66284.01360544217,0,1,0
3261,health care and social assistance,professional in health,1,1,0,59655.61224489796,0,0,0
3262,transportation and warehousing,transport and equipment operators,0,0,0,60981.292517006805,0,0,0
3263,construction,other trades,0,0,0,51701.5306122449,0,0,0
3264,manufacturing,machine operators and assemblers in manufacturing,0,0,0,34467.68707482993,0,1,0
3265,health care and social assistance,"technical, assisting and related in health",1,1,1,34467.68707482993,1,0,0
3266,accommodation and food services,,0,0,1,15908.163265306122,1,1,1
3267,health care and social assistance,other trades,1,1,0,92797.61904761904,0,0,0
3268,"professional, scientific and technical services",middle management,0,0,0,129253.82653061223,0,0,0
3269,"information, culture and recreation","chefs and cooks, food and beverage service",0,0,0,45073.12925170068,0,1,0
3270,construction,transport and equipment operators,0,0,0,59655.61224489796,0,0,0
3271,construction,construction trades,1,0,0,66284.01360544217,0,0,0
3272,other services,,0,0,0,21210.884353741498,1,1,0
3273,"finance, insurance, real estate and leasing",middle management,0,0,0,51701.5306122449,0,0,0
3274,health care and social assistance,"financial, secretarial and administrative",0,0,0,49050.17006802721,0,1,0
3275,educational services,natural and applied sciences,1,1,0,86169.21768707484,0,0,0
3276,health care and social assistance,"occupations in social science, government service and religion",1,1,0,46398.80952380953,1,1,0
3277,construction,other trades,0,0,0,39770.40816326531,0,0,0
3278,construction,other trades,1,0,0,119311.22448979592,0,0,0
3279,public administration,construction trades,1,1,0,69598.21428571429,0,0,0
3280,educational services,"occupations in social science, government service and religion",1,1,0,92797.61904761904,0,1,0
3281,public administration,occupation in protective services,1,1,0,139196.42857142858,0,0,0
3282,trade,,0,0,0,26513.60544217687,0,1,0
3283,trade,"retail salespersons, sales clerks, cashiers",0,0,0,42421.768707483,0,0,0
3284,accommodation and food services,"chefs and cooks, food and beverage service",0,0,0,46398.80952380953,0,0,0
3285,health care and social assistance,"technical, assisting and related in health",1,1,0,47724.48979591837,0,1,0
3286,manufacturing,machine operators and assemblers in manufacturing,0,0,0,55678.57142857144,0,0,0
3287,manufacturing,machine operators and assemblers in manufacturing,0,0,0,72912.4149659864,0,0,0
3288,"business, building and other support services",,1,0,0,54352.89115646259,0,1,0
3289,trade,,0,0,0,278392.8571428572,0,0,0
3290,accommodation and food services,"chefs and cooks, food and beverage service",0,0,0,53027.21088435374,0,0,0
3291,health care and social assistance,"occupations in social science, government service and religion",1,1,0,59655.61224489796,0,1,0
3292,public administration,clerical and supervisor occupations,1,1,0,76226.6156462585,0,1,0
3293,transportation and warehousing,transport and equipment operators,0,0,0,69598.21428571429,0,0,0
3294,accommodation and food services,transport and equipment operators,0,0,0,31816.326530612245,1,0,0
3295,transportation and warehousing,natural and applied sciences,0,0,0,50375.85034013606,0,0,0
3296,trade,"technical, assisting and related in health",1,1,0,63632.65306122449,0,0,0
3297,trade,"retail salespersons, sales clerks, cashiers",0,0,1,43747.44897959184,1,1,0
3298,public administration,occupations unique to primary industry,1,1,0,115997.02380952382,0,0,0
3299,trade,"retail salespersons, sales clerks, cashiers",1,0,0,31816.326530612245,0,1,0
3300,public administration,clerical and supervisor occupations,1,1,1,82855.01700680272,0,1,0
3301,utilities,other trades,1,1,0,159081.63265306124,0,0,0
3302,"finance, insurance, real estate and leasing",professional in business and finance,0,0,0,92797.61904761904,0,0,0
3303,trade,clerical and supervisor occupations,0,0,0,31816.326530612245,0,1,0
3304,transportation and warehousing,clerical and supervisor occupations,1,1,0,37119.04761904762,0,1,0
3305,manufacturing,clerical and supervisor occupations,1,0,0,66284.01360544217,0,0,0
3306,educational services,natural and applied sciences,1,1,0,92797.61904761904,0,0,0
3307,health care and social assistance,professional in health,1,1,0,79540.81632653062,1,1,0
3308,health care and social assistance,clerical and supervisor occupations,0,0,0,26513.60544217687,0,1,0
3309,"finance, insurance, real estate and leasing","financial, secretarial and administrative",0,0,0,66284.01360544217,0,1,0
3310,educational services,teachers and professors,0,1,0,9611.181972789116,0,1,0
3311,"finance, insurance, real estate and leasing",transport and equipment operators,0,0,0,63632.65306122449,0,0,0
3312,manufacturing,"wholesale, technical, insurance, real estate sales specialists",0,0,0,106054.42176870749,0,0,0
3313,health care and social assistance,"financial, secretarial and administrative",0,1,0,92797.61904761904,0,1,0
3314,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,60981.292517006805,0,0,0
3315,"finance, insurance, real estate and leasing",middle management,0,0,0,145824.8299319728,0,0,0
3316,transportation and warehousing,transport and equipment operators,0,0,0,33142.00680272109,0,0,0
3317,manufacturing,machine operators and assemblers in manufacturing,1,0,0,115997.02380952382,0,1,0
3318,manufacturing,"occupations in art, culture, recreation and sport",0,0,0,112682.8231292517,0,0,0
3319,accommodation and food services,,0,0,0,16571.003401360544,1,1,0
3320,trade,clerical and supervisor occupations,0,0,0,27839.28571428572,0,0,0
3321,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,96111.81972789115,0,0,1
3322,trade,"retail salespersons, sales clerks, cashiers",0,0,0,17233.843537414967,0,1,0
3323,manufacturing,natural and applied sciences,1,0,0,82855.01700680272,0,0,0
3324,educational services,occupation in protective services,0,1,0,34467.68707482993,0,0,0
3325,public administration,middle management,0,1,0,145824.8299319728,0,0,0
3326,public administration,middle management,1,1,0,79540.81632653062,0,1,0
3327,trade,middle management,0,0,0,86169.21768707484,0,0,0
3328,manufacturing,machine operators and assemblers in manufacturing,1,0,0,82855.01700680272,0,0,0
3329,manufacturing,clerical and supervisor occupations,0,0,0,106054.42176870749,0,0,0
3330,trade,"trades helpers, construction, and transportation labourers",0,0,0,54352.89115646259,0,0,0
3331,"finance, insurance, real estate and leasing",professional in business and finance,0,0,0,245250.8503401361,0,1,0
3332,manufacturing,other trades,1,0,0,63632.65306122449,0,0,0
3333,health care and social assistance,clerical and supervisor occupations,1,1,0,51701.5306122449,0,1,0
3334,trade,"retail salespersons, sales clerks, cashiers",0,1,0,145824.8299319728,0,0,0
3335,educational services,teachers and professors,1,1,0,109368.6224489796,0,1,0
3336,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,86169.21768707484,0,1,0
3337,trade,"retail salespersons, sales clerks, cashiers",0,0,0,49050.17006802721,0,1,0
3338,manufacturing,machine operators and assemblers in manufacturing,1,0,0,86169.21768707484,0,0,0
3339,"professional, scientific and technical services",natural and applied sciences,0,0,0,82855.01700680272,0,0,0
3340,trade,"retail salespersons, sales clerks, cashiers",0,0,0,14582.48299319728,1,0,0
3341,manufacturing,machine operators and assemblers in manufacturing,0,0,0,31816.326530612245,0,1,0
3342,manufacturing,clerical and supervisor occupations,1,0,0,66284.01360544217,0,0,0
3343,"finance, insurance, real estate and leasing",middle management,0,0,0,47724.48979591837,0,0,0
3344,health care and social assistance,professional in health,0,0,1,92797.61904761904,0,1,0
3345,manufacturing,natural and applied sciences,0,0,0,106054.42176870749,0,0,0
3346,other services,other trades,0,0,0,62969.81292517008,0,0,0
3347,trade,"retail salespersons, sales clerks, cashiers",0,0,0,33142.00680272109,0,0,0
3348,"professional, scientific and technical services",natural and applied sciences,0,0,0,122625.42517006805,0,1,0
3349,public administration,natural and applied sciences,1,1,0,99426.02040816328,0,0,0
3350,educational services,teachers and professors,1,1,1,72912.4149659864,0,1,0
3351,other services,middle management,0,0,0,64958.333333333336,0,1,0
3352,utilities,contractors and supervisors in trades and transportation,1,1,0,205480.4421768708,0,0,0
3353,educational services,middle management,1,1,0,125939.62585034016,0,0,0
3354,transportation and warehousing,"financial, secretarial and administrative",0,0,0,33142.00680272109,0,1,0
3355,"professional, scientific and technical services","trades helpers, construction, and transportation labourers",0,0,0,25187.92517006803,0,0,0
3356,other services,other trades,0,0,0,76226.6156462585,0,0,0
3357,"finance, insurance, real estate and leasing",professional in business and finance,0,0,0,109368.6224489796,0,1,0
3358,trade,middle management,0,0,0,145824.8299319728,0,1,0
3359,health care and social assistance,"occupations in social science, government service and religion",1,1,0,82855.01700680272,0,1,0
3360,health care and social assistance,"occupations in social science, government service and religion",0,0,1,15245.3231292517,1,1,0
3361,"professional, scientific and technical services",clerical and supervisor occupations,0,0,0,72912.4149659864,0,1,0
3362,trade,"retail salespersons, sales clerks, cashiers",1,0,0,23199.404761904763,1,1,0
3363,public administration,middle management,1,1,0,129253.82653061223,0,0,0
3364,health care and social assistance,,1,0,0,43747.44897959184,0,1,0
3365,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,1,54352.89115646259,0,0,1
3366,accommodation and food services,,0,0,0,29164.96598639456,0,1,0
3367,trade,clerical and supervisor occupations,0,0,1,33142.00680272109,0,1,0
3368,"finance, insurance, real estate and leasing","retail salespersons, sales clerks, cashiers",0,0,1,25187.92517006803,1,0,0
3369,manufacturing,middle management,0,0,0,106054.42176870749,0,0,0
3370,"business, building and other support services",,0,0,0,17896.68367346939,0,1,0
3371,public administration,occupations unique to primary industry,1,1,0,55678.57142857144,0,0,0
3372,educational services,,1,1,0,165710.03401360544,1,0,0
3373,"information, culture and recreation","wholesale, technical, insurance, real estate sales specialists",0,0,0,132568.02721088435,0,0,0
3374,public administration,clerical and supervisor occupations,1,1,0,69598.21428571429,0,1,0
3375,trade,other trades,0,0,0,39770.40816326531,0,0,0
3376,health care and social assistance,"technical, assisting and related in health",1,1,1,64958.333333333336,0,1,0
3377,public administration,"occupations in social science, government service and religion",1,1,0,115997.02380952382,0,0,0
3378,"professional, scientific and technical services","technical, assisting and related in health",0,0,0,47724.48979591837,0,1,0
3379,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,49050.17006802721,0,0,0
3380,public administration,natural and applied sciences,0,1,0,76226.6156462585,0,1,0
3381,transportation and warehousing,"wholesale, technical, insurance, real estate sales specialists",0,0,0,43747.44897959184,0,0,0
3382,other services,professional in business and finance,1,0,0,145824.8299319728,0,0,0
3383,public administration,occupation in protective services,1,1,0,119311.22448979592,0,0,0
3384,public administration,clerical and supervisor occupations,1,1,0,39770.40816326531,0,1,0
3385,trade,,0,0,0,50375.85034013606,0,1,0
3386,"professional, scientific and technical services",natural and applied sciences,0,0,0,139196.42857142858,0,0,0
3387,"business, building and other support services",occupation in protective services,1,0,0,41096.08843537415,0,0,0
3388,trade,clerical and supervisor occupations,0,0,0,69598.21428571429,0,1,0
3389,"finance, insurance, real estate and leasing","financial, secretarial and administrative",0,0,0,86169.21768707484,0,0,0
3390,health care and social assistance,"technical, assisting and related in health",1,0,0,33142.00680272109,0,0,0
3391,trade,"retail salespersons, sales clerks, cashiers",0,0,0,20548.044217687075,1,1,0
3392,manufacturing,other trades,0,0,0,165710.03401360544,0,0,0
3393,"information, culture and recreation",,0,0,1,23862.244897959183,0,1,1
3394,manufacturing,machine operators and assemblers in manufacturing,0,0,0,79540.81632653062,0,0,0
3395,transportation and warehousing,other trades,0,0,0,82855.01700680272,0,0,0
3396,public administration,"occupations in social science, government service and religion",1,1,0,62306.97278911565,0,1,0
3397,"finance, insurance, real estate and leasing","wholesale, technical, insurance, real estate sales specialists",0,0,0,66284.01360544217,0,1,0
3398,trade,"retail salespersons, sales clerks, cashiers",0,0,1,45073.12925170068,1,1,0
3399,manufacturing,natural and applied sciences,0,0,0,86169.21768707484,0,0,0
3400,trade,,0,0,0,291649.6598639456,0,1,0
3401,"finance, insurance, real estate and leasing",middle management,0,0,0,145824.8299319728,0,0,0
3402,transportation and warehousing,clerical and supervisor occupations,0,0,0,42421.768707483,0,1,0
3403,educational services,professional in business and finance,1,1,0,238622.44897959183,0,0,0
3404,accommodation and food services,,0,0,0,15908.163265306122,1,1,0
3405,accommodation and food services,"chefs and cooks, food and beverage service",1,0,0,49050.17006802721,0,1,0
3406,health care and social assistance,"occupations in social science, government service and religion",0,0,0,33142.00680272109,0,1,0
3407,construction,natural and applied sciences,0,0,0,102740.22108843538,0,0,0
3408,manufacturing,clerical and supervisor occupations,0,0,0,109368.6224489796,0,1,0
3409,manufacturing,machine operators and assemblers in manufacturing,0,0,0,63632.65306122449,0,0,0
3410,"professional, scientific and technical services","occupations in social science, government service and religion",0,0,0,132568.02721088435,0,1,0
3411,public administration,occupation in protective services,1,1,0,106054.42176870749,0,1,0
3412,trade,"retail salespersons, sales clerks, cashiers",0,0,0,57004.251700680274,0,0,0
3413,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,15245.3231292517,1,1,0
3414,construction,natural and applied sciences,0,0,0,55678.57142857144,0,1,0
3415,transportation and warehousing,clerical and supervisor occupations,1,1,0,38444.727891156464,0,1,0
3416,trade,,0,0,0,15245.3231292517,1,1,0
3417,other services,"occupations in social science, government service and religion",0,0,0,55678.57142857144,0,0,0
3418,educational services,natural and applied sciences,0,1,0,76226.6156462585,0,0,0
3419,trade,"financial, secretarial and administrative",0,0,0,26513.60544217687,0,1,0
3420,health care and social assistance,,1,1,1,49050.17006802721,0,0,0
3421,"information, culture and recreation","financial, secretarial and administrative",0,1,0,82855.01700680272,0,1,0
3422,trade,,0,0,0,278392.8571428572,0,0,0
3423,trade,"retail salespersons, sales clerks, cashiers",0,0,0,82855.01700680272,0,0,0
3424,other services,"financial, secretarial and administrative",0,0,1,13256.802721088436,1,1,0
3425,educational services,"financial, secretarial and administrative",1,1,0,89483.41836734694,0,0,0
3426,transportation and warehousing,transport and equipment operators,1,0,0,62969.81292517008,0,0,0
3427,manufacturing,"financial, secretarial and administrative",0,0,0,30490.6462585034,1,1,0
3428,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,69598.21428571429,0,0,0
3429,manufacturing,"trades helpers, construction, and transportation labourers",0,0,0,54352.89115646259,0,0,0
3430,"finance, insurance, real estate and leasing",clerical and supervisor occupations,1,0,0,59655.61224489796,0,1,0
3431,educational services,,1,1,0,55678.57142857144,0,0,0
3432,health care and social assistance,clerical and supervisor occupations,0,0,1,20548.044217687075,1,1,1
3433,educational services,teachers and professors,1,1,0,109368.6224489796,0,1,0
3434,public administration,clerical and supervisor occupations,1,1,0,76226.6156462585,0,1,0
3435,public administration,clerical and supervisor occupations,0,1,0,76226.6156462585,0,1,0
3436,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,66284.01360544217,0,1,0
3437,"finance, insurance, real estate and leasing",professional in business and finance,0,0,0,59655.61224489796,0,1,0
3438,trade,,0,0,0,21210.884353741498,0,1,0
3439,manufacturing,middle management,0,0,0,145824.8299319728,0,1,0
3440,manufacturing,machine operators and assemblers in manufacturing,0,0,0,43747.44897959184,0,0,0
3441,"finance, insurance, real estate and leasing",professional in business and finance,0,0,0,62969.81292517008,0,1,0
3442,"information, culture and recreation",occupation in protective services,0,1,0,89483.41836734694,0,1,0
3443,other services,"financial, secretarial and administrative",0,0,1,11268.28231292517,1,1,0
3444,health care and social assistance,professional in health,1,1,0,132568.02721088435,0,1,0
3445,manufacturing,,0,0,0,291649.6598639456,0,0,0
3446,manufacturing,natural and applied sciences,0,0,1,102740.22108843538,0,0,1
3447,manufacturing,machine operators and assemblers in manufacturing,0,0,0,69598.21428571429,0,0,0
3448,"business, building and other support services","financial, secretarial and administrative",0,0,1,57004.251700680274,0,1,0
3449,manufacturing,machine operators and assemblers in manufacturing,1,0,0,55678.57142857144,0,0,0
3450,trade,other trades,0,0,0,59655.61224489796,0,0,0
3451,educational services,,1,1,0,66284.01360544217,0,0,0
3452,construction,other trades,0,0,0,51701.5306122449,0,0,0
3453,trade,middle management,0,0,0,99426.02040816328,0,0,0
3454,trade,"retail salespersons, sales clerks, cashiers",0,0,0,13919.64285714286,1,1,0
3455,manufacturing,,0,0,0,6959.821428571429,0,1,0
3456,manufacturing,,1,0,0,30490.6462585034,0,1,0
3457,transportation and warehousing,"financial, secretarial and administrative",0,0,0,54352.89115646259,0,1,0
3458,"information, culture and recreation",middle management,0,0,0,205480.4421768708,0,0,0
3459,trade,middle management,0,0,0,63632.65306122449,0,1,0
3460,transportation and warehousing,professional in business and finance,1,1,0,62306.97278911565,0,1,0
3461,manufacturing,machine operators and assemblers in manufacturing,0,0,0,66284.01360544217,0,0,0
3462,trade,natural and applied sciences,0,0,0,129253.82653061223,0,0,0
3463,"finance, insurance, real estate and leasing",clerical and supervisor occupations,1,0,0,31816.326530612245,0,1,0
3464,educational services,middle management,1,1,0,115997.02380952382,0,1,0
3465,trade,"wholesale, technical, insurance, real estate sales specialists",0,0,0,57004.251700680274,0,0,0
3466,educational services,teachers and professors,1,1,0,115997.02380952382,0,1,0
3467,manufacturing,other trades,0,0,0,99426.02040816328,0,0,0
3468,manufacturing,machine operators and assemblers in manufacturing,1,0,0,109368.6224489796,0,0,0
3469,educational services,teachers and professors,1,1,0,119311.22448979592,0,1,0
3470,manufacturing,machine operators and assemblers in manufacturing,0,0,0,72912.4149659864,0,0,0
3471,agriculture,occupations unique to primary industry,0,0,1,34467.68707482993,0,0,1
3472,"information, culture and recreation","wholesale, technical, insurance, real estate sales specialists",1,0,1,69598.21428571429,0,1,0
3473,"professional, scientific and technical services",natural and applied sciences,0,0,0,79540.81632653062,0,0,0
3474,health care and social assistance,"occupations in social science, government service and religion",0,0,0,39770.40816326531,0,1,0
3475,construction,transport and equipment operators,1,0,0,57004.251700680274,0,0,0
3476,manufacturing,natural and applied sciences,0,0,0,238622.44897959183,0,0,0
3477,trade,middle management,0,0,0,76226.6156462585,0,0,0
3478,"information, culture and recreation",professional in business and finance,0,0,0,79540.81632653062,0,1,0
3479,health care and social assistance,,1,1,1,60981.292517006805,0,1,0
3480,"forestry, fishing, mining, oil and gas",occupations unique to primary industry,0,0,0,45073.12925170068,0,0,0
3481,trade,transport and equipment operators,0,0,0,59655.61224489796,0,0,0
3482,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,0,0,89483.41836734694,0,0,0
3483,manufacturing,clerical and supervisor occupations,0,0,0,55678.57142857144,0,1,0
3484,"finance, insurance, real estate and leasing","wholesale, technical, insurance, real estate sales specialists",0,0,0,46398.80952380953,0,1,0
3485,trade,"retail salespersons, sales clerks, cashiers",0,0,0,27839.28571428572,0,1,0
