year,lfs,exp,salary,weight,age,ftpt,edu,sex,industry,occup,self_emp,elementary_edu,highschool_edu,postsec_edu,undergrad_edu,graduate_edu,union,student_status,grad_highschool_refyear,grad_college_refyear,grad_univ_refyear,public_sector,multiple_jobs,firm_size,loc_size,tenure,edu_level
2010,employed all year,7.0,33142.00680272109,281.0084,62.0,full-time,graduated high school,1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,99.0,3
2010,employed all year,35.0,96111.81972789115,138.9164,53.0,full-time,non-university postsecondary certificate,0,"information, culture and recreation",clerical and supervisor occupations,0,1,1,1,0,0,1,0,0,0,0,1,0,100.0,20.0,420.0,4
2010,employed all year,4.0,72912.4149659864,109.7315,22.0,full-time,bachelor's degree,1,public administration,"financial, secretarial and administrative",0,1,1,0,1,0,0,1,0,0,0,1,1,1000.0,1000.0,24.0,5
2010,employed all year,10.0,106054.42176870749,1332.5254,31.0,full-time,bachelor's degree,0,"professional, scientific and technical services",natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,100.0,100.0,41.0,5
2010,employed all year,4.0,96111.81972789115,586.2657,26.0,full-time,non-university postsecondary certificate,0,transportation and warehousing,transport and equipment operators,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,1000.0,24.0,4
2010,employed all year,44.0,62306.97278911565,1215.4999,63.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,396.0,4
2010,employed all year,20.0,112682.8231292517,1470.5437,43.0,full-time,university certificate above bachelor,0,health care and social assistance,"occupations in social science, government service and religion",1,1,1,0,1,1,0,0,0,0,0,0,1,1.0,1.0,14.0,6
2010,employed all year,12.0,119311.22448979592,504.9911,42.0,full-time,university certificate above bachelor,1,educational services,teachers and professors,0,1,1,0,1,1,1,0,0,0,0,1,0,1000.0,20.0,183.0,6
2010,employed all year,14.0,60981.292517006805,1396.8517,50.0,full-time,non-university postsecondary certificate,0,trade,,0,1,1,1,0,0,0,1,0,0,0,0,0,1000.0,500.0,30.0,4
2010,employed all year,11.0,26513.60544217687,149.0443,47.0,part-time,non-university postsecondary certificate,1,"professional, scientific and technical services","financial, secretarial and administrative",0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,1.0,48.0,4
2010,employed all year,30.0,57004.251700680274,202.8498,47.0,full-time,graduated high school,0,health care and social assistance,"occupations in social science, government service and religion",0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,1000.0,12.0,3
2010,"employed part-year, unemployed part-year",28.0,72912.4149659864,258.95,48.0,full-time,non-university postsecondary certificate,0,construction,transport and equipment operators,0,1,1,1,0,0,1,0,0,0,0,0,0,1000.0,100.0,10.0,4
2010,employed all year,1.0,19222.363945578232,85.1055,20.0,full-time,11-13 years of elementary and secondary school (not graduated),0,trade,"retail salespersons, sales clerks, cashiers",0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0,1.0,28.0,2
2010,employed all year,9.0,35793.36734693878,625.6947,27.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,103.0,4
2010,employed all year,21.0,63632.65306122449,511.3921,44.0,part-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,48.0,4
2010,employed all year,15.0,69598.21428571429,1143.4717,44.0,full-time,non-university postsecondary certificate,0,trade,"wholesale, technical, insurance, real estate sales specialists",1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,1.0,11.0,4
2010,employed all year,3.0,8948.341836734695,917.8267,26.0,part-time,university certificate above bachelor,1,educational services,teachers and professors,0,1,1,0,1,1,1,1,0,0,0,1,0,1000.0,500.0,12.0,6
2010,employed all year,12.0,76226.6156462585,600.7736,35.0,full-time,non-university postsecondary certificate,1,"finance, insurance, real estate and leasing",professional in business and finance,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,20.0,149.0,4
2010,employed all year,8.0,39770.40816326531,2325.5839,57.0,full-time,non-university postsecondary certificate,0,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,0,0,1000.0,1000.0,159.0,4
2010,employed all year,11.0,159081.63265306124,1711.5869,39.0,full-time,some university (no certificate),1,public administration,"occupations in social science, government service and religion",0,1,1,0,0,0,1,1,0,0,0,1,0,100.0,100.0,119.0,3
2010,employed all year,18.0,30490.646258503402,1862.5574,39.0,full-time,9-10 years of elementary and secondary school,0,"professional, scientific and technical services",natural and applied sciences,0,1,0,0,0,0,0,0,0,0,0,0,0,1000.0,1000.0,10.0,2
2010,employed all year,40.0,55678.571428571435,303.5596,59.0,full-time,graduated high school,1,manufacturing,middle management,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,461.0,3
2010,employed all year,41.0,23199.404761904763,567.0159,60.0,part-time,graduated high school,0,other services,transport and equipment operators,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,45.0,3
2010,employed all year,10.0,66284.01360544217,863.4104,30.0,full-time,non-university postsecondary certificate,0,"finance, insurance, real estate and leasing","wholesale, technical, insurance, real estate sales specialists",0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,20.0,17.0,4
2010,employed all year,18.0,112682.8231292517,255.4137,56.0,full-time,bachelor's degree,1,educational services,teachers and professors,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,20.0,240.0,5
2010,employed all year,28.0,62306.97278911565,698.2846,51.0,full-time,non-university postsecondary certificate,1,trade,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,1,1000.0,20.0,196.0,4
2010,employed all year,6.0,55678.571428571435,537.9107,35.0,full-time,university certificate above bachelor,1,manufacturing,clerical and supervisor occupations,0,1,1,0,1,1,0,1,0,0,0,0,0,1.0,1.0,14.0,6
2010,employed all year,22.0,125939.62585034015,670.7624,44.0,full-time,graduated high school,0,manufacturing,machine operators and assemblers in manufacturing,0,1,1,0,0,0,1,0,0,0,0,0,0,500.0,500.0,94.0,3
2010,employed all year,1.0,18559.52380952381,360.9252,18.0,part-time,graduated high school,0,trade,,0,1,1,0,0,0,1,1,1,0,0,0,1,500.0,20.0,14.0,3
2010,employed all year,22.0,55678.571428571435,275.1986,45.0,full-time,non-university postsecondary certificate,1,public administration,"occupations in social science, government service and religion",0,1,1,1,0,0,1,0,0,0,0,1,0,100.0,1.0,295.0,4
2010,employed all year,31.0,89483.41836734694,321.0507,54.0,full-time,non-university postsecondary certificate,0,health care and social assistance,natural and applied sciences,0,1,1,1,0,0,1,0,0,0,0,1,0,100.0,20.0,368.0,4
2010,employed all year,19.0,42421.768707482996,441.0562,42.0,full-time,bachelor's degree,0,health care and social assistance,middle management,0,1,1,0,1,0,0,0,0,0,0,0,0,100.0,100.0,228.0,5
2010,employed all year,30.0,55678.571428571435,259.5496,48.0,full-time,non-university postsecondary certificate,0,health care and social assistance,,0,1,1,1,0,0,1,0,0,0,0,0,1,100.0,20.0,40.0,4
2010,employed all year,11.0,62306.97278911565,293.4148,31.0,full-time,bachelor's degree,0,"information, culture and recreation","wholesale, technical, insurance, real estate sales specialists",0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,20.0,128.0,5
2010,employed all year,37.0,82855.01700680272,403.9695,60.0,full-time,non-university postsecondary certificate,0,educational services,occupations unique to primary industry,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,309.0,4
2010,employed all year,38.0,129253.82653061225,136.8217,57.0,full-time,non-university postsecondary certificate,0,utilities,other trades,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,100.0,50.0,4
2010,employed all year,29.0,43747.44897959184,46.867,59.0,full-time,non-university postsecondary certificate,1,educational services,childcare and home support workers,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,20.0,48.0,4
2010,employed all year,7.0,50375.85034013606,1119.0824,29.0,full-time,non-university postsecondary certificate,1,"professional, scientific and technical services",clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,1,1.0,1.0,10.0,4
2010,employed all year,3.0,54352.89115646259,138.1134,21.0,full-time,some non-university postsecondary (no certificate),1,public administration,clerical and supervisor occupations,0,1,1,0,0,0,1,1,0,0,0,1,0,500.0,500.0,31.0,3
2010,employed all year,40.0,35793.36734693878,758.9493,59.0,part-time,non-university postsecondary certificate,1,transportation and warehousing,,0,1,1,1,0,0,1,0,0,0,0,0,0,1000.0,1000.0,428.0,4
2010,employed all year,3.0,27839.285714285717,160.2097,40.0,part-time,bachelor's degree,1,accommodation and food services,"retail salespersons, sales clerks, cashiers",0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,20.0,13.0,5
2010,employed all year,9.0,57004.251700680274,277.304,24.0,full-time,graduated high school,0,transportation and warehousing,other trades,0,1,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,108.0,3
2010,employed all year,23.0,86169.21768707484,616.0759,47.0,full-time,bachelor's degree,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,0,1,0,1,1,0,0,0,1,0,1000.0,100.0,141.0,5
2010,employed all year,16.0,96111.81972789115,499.6714,44.0,full-time,bachelor's degree,1,health care and social assistance,professional in health,0,1,1,0,1,0,0,0,0,0,0,1,0,100.0,20.0,61.0,5
2010,employed all year,31.0,59655.61224489796,579.3608,48.0,full-time,non-university postsecondary certificate,0,manufacturing,transport and equipment operators,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,500.0,247.0,4
2010,employed all year,13.0,17233.843537414967,278.1602,44.0,part-time,some non-university postsecondary (no certificate),1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,1,1,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,38.0,3
2010,employed all year,23.0,38444.727891156464,517.8752,48.0,part-time,non-university postsecondary certificate,1,utilities,clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,1,0,20.0,1.0,37.0,4
2010,employed all year,23.0,122625.42517006803,287.3245,49.0,full-time,university certificate above bachelor,0,educational services,teachers and professors,1,1,1,0,1,1,1,0,0,0,0,1,1,1000.0,20.0,156.0,6
2010,employed all year,17.0,82855.01700680272,225.131,42.0,full-time,bachelor's degree,1,educational services,teachers and professors,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,1000.0,38.0,5
2010,employed all year,6.0,43747.44897959184,422.0285,41.0,full-time,graduated high school,1,health care and social assistance,,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,220.0,3
2010,employed all year,36.0,76226.6156462585,320.1171,55.0,full-time,university certificate above bachelor,1,educational services,"financial, secretarial and administrative",0,1,1,0,1,1,1,0,0,0,0,1,1,1000.0,1000.0,117.0,6
2010,employed all year,4.0,31816.326530612245,304.3144,28.0,full-time,non-university postsecondary certificate,0,trade,other trades,0,1,1,1,0,0,0,0,0,0,0,0,0,500.0,1.0,22.0,4
2010,employed all year,24.0,76226.6156462585,386.5656,46.0,full-time,bachelor's degree,1,public administration,natural and applied sciences,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,100.0,138.0,5
2010,employed all year,24.0,112682.8231292517,212.4507,49.0,full-time,graduated high school,0,public administration,occupation in protective services,0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,1000.0,270.0,3
2010,employed all year,18.0,13919.642857142859,248.0962,38.0,full-time,graduated high school,1,accommodation and food services,"chefs and cooks, food and beverage service",0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,54.0,3
2010,employed all year,7.0,42421.768707482996,365.7236,31.0,full-time,university certificate above bachelor,1,,"trades helpers, construction, and transportation labourers",0,1,1,0,1,1,1,0,0,0,0,0,0,1000.0,500.0,86.0,6
2010,employed all year,0.0,9611.181972789116,159.7893,16.0,part-time,11-13 years of elementary and secondary school (not graduated),1,accommodation and food services,"chefs and cooks, food and beverage service",0,1,0,0,0,0,0,1,0,0,0,0,0,20.0,20.0,12.0,2
2010,employed all year,15.0,58329.93197278912,68.7913,57.0,part-time,non-university postsecondary certificate,1,health care and social assistance,childcare and home support workers,0,1,1,1,0,0,1,0,0,0,0,1,0,100.0,100.0,84.0,4
2010,employed all year,7.0,47724.48979591837,417.6867,25.0,full-time,graduated high school,0,construction,construction trades,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,57.0,3
2010,employed all year,18.0,50375.85034013606,641.1282,38.0,full-time,graduated high school,1,trade,"wholesale, technical, insurance, real estate sales specialists",0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,220.0,3
2010,employed all year,41.0,66284.01360544217,227.9048,60.0,full-time,some university (no certificate),0,trade,"financial, secretarial and administrative",0,1,1,0,0,0,0,0,0,0,0,0,0,500.0,100.0,12.0,3
2010,employed all year,24.0,92797.61904761905,386.5652,51.0,full-time,graduated high school,1,"finance, insurance, real estate and leasing","financial, secretarial and administrative",0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,20.0,276.0,3
2010,employed all year,32.0,45073.12925170068,110.2023,59.0,full-time,non-university postsecondary certificate,1,other services,"financial, secretarial and administrative",1,1,1,1,0,0,0,0,0,0,0,0,1,500.0,1.0,379.0,4
2010,employed all year,2.0,69598.21428571429,379.8052,26.0,full-time,university certificate above bachelor,0,health care and social assistance,clerical and supervisor occupations,0,1,1,0,1,1,1,0,0,0,0,1,1,1000.0,20.0,24.0,6
2010,"employed part-year, unemployed part-year",0.0,23862.244897959186,591.1141,28.0,part-time,bachelor's degree,0,accommodation and food services,"chefs and cooks, food and beverage service",1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,7.0,5
2010,employed all year,13.0,59655.61224489796,672.9252,37.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1.0,115.0,4
2010,employed all year,20.0,96111.81972789115,856.6428,38.0,full-time,non-university postsecondary certificate,0,transportation and warehousing,natural and applied sciences,0,1,1,1,0,0,0,0,0,0,0,1,0,1000.0,1.0,124.0,4
2010,employed all year,23.0,72912.4149659864,707.4122,44.0,full-time,graduated high school,0,accommodation and food services,middle management,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,280.0,3
2010,employed all year,15.0,59655.61224489796,2325.5839,57.0,full-time,non-university postsecondary certificate,1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,100.0,180.0,4
2010,employed all year,1.0,22536.56462585034,1643.223,24.0,full-time,graduated high school,0,trade,,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,500.0,44.0,3
2010,employed all year,29.0,43747.44897959184,3541.9916,52.0,full-time,graduated high school,0,manufacturing,other trades,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,1.0,138.0,3
2010,"employed part-year, unemployed part-year",2.0,63632.65306122449,1835.1143,24.0,full-time,non-university postsecondary certificate,0,construction,transport and equipment operators,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,1000.0,7.0,4
2010,employed all year,17.0,45073.12925170068,621.2016,67.0,full-time,non-university postsecondary certificate,1,"information, culture and recreation",clerical and supervisor occupations,0,1,1,1,0,0,0,0,0,0,0,1,0,100.0,1.0,148.0,4
2010,employed all year,15.0,47724.48979591837,1963.5618,44.0,full-time,9-10 years of elementary and secondary school,1,manufacturing,clerical and supervisor occupations,1,1,0,0,0,0,0,0,0,0,0,0,1,100.0,20.0,180.0,2
2010,employed all year,16.0,27839.285714285717,599.7797,39.0,full-time,bachelor's degree,1,trade,professional in health,0,1,1,0,1,0,0,0,0,0,0,0,0,20.0,20.0,12.0,5
2010,employed all year,12.0,63632.65306122449,331.1008,52.0,full-time,non-university postsecondary certificate,1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,20.0,106.0,4
2010,employed all year,1.0,33142.00680272109,454.4613,20.0,full-time,graduated high school,0,construction,construction trades,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,8.0,3
2010,employed all year,2.0,43747.44897959184,65.4789,29.0,full-time,bachelor's degree,1,"information, culture and recreation",clerical and supervisor occupations,0,1,1,0,1,0,0,0,0,0,0,0,1,1.0,1.0,31.0,5
2010,employed all year,23.0,60981.292517006805,467.7796,47.0,full-time,university certificate above bachelor,0,trade,"technical, assisting and related in health",0,1,1,0,1,1,1,1,0,0,0,1,0,1000.0,100.0,43.0,6
2010,employed all year,30.0,152453.231292517,679.079,53.0,full-time,bachelor's degree,1,trade,"wholesale, technical, insurance, real estate sales specialists",0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,500.0,132.0,5
2010,employed all year,15.0,46398.80952380953,395.1938,42.0,full-time,9-10 years of elementary and secondary school,1,"information, culture and recreation","retail salespersons, sales clerks, cashiers",0,1,0,0,0,0,1,0,0,0,0,1,0,1000.0,1000.0,184.0,2
2010,employed all year,31.0,60981.292517006805,454.7241,47.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,0,0,1000.0,20.0,120.0,4
2010,employed all year,26.0,72912.4149659864,253.6908,48.0,full-time,non-university postsecondary certificate,0,"information, culture and recreation","occupations in art, culture, recreation and sport",0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,1.0,123.0,4
2010,employed all year,0.0,4109.608843537415,309.2733,17.0,part-time,11-13 years of elementary and secondary school (not graduated),1,accommodation and food services,"chefs and cooks, food and beverage service",0,1,0,0,0,0,0,1,0,0,0,0,1,20.0,20.0,24.0,2
2010,employed all year,5.0,79540.81632653062,810.3511,31.0,full-time,non-university postsecondary certificate,1,,professional in health,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,102.0,4
2010,employed all year,8.0,64958.333333333336,828.4238,32.0,full-time,non-university postsecondary certificate,0,trade,other trades,0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,96.0,4
2010,employed all year,31.0,102740.22108843538,211.3587,51.0,full-time,some non-university postsecondary (no certificate),0,transportation and warehousing,,0,1,1,0,0,0,1,0,0,0,0,1,0,1000.0,1000.0,264.0,3
2010,employed all year,38.0,96111.81972789115,135.3571,59.0,full-time,non-university postsecondary certificate,0,manufacturing,other trades,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,1.0,15.0,4
2010,employed all year,32.0,152453.231292517,738.7324,49.0,full-time,11-13 years of elementary and secondary school (not graduated),0,construction,contractors and supervisors in trades and transportation,0,1,0,0,0,0,1,0,0,0,0,0,0,100.0,20.0,146.0,2
2010,employed all year,14.0,69598.21428571429,805.0423,35.0,full-time,non-university postsecondary certificate,1,manufacturing,clerical and supervisor occupations,0,1,1,1,0,0,1,0,0,0,0,0,0,1000.0,1000.0,141.0,4
2010,employed all year,39.0,72912.4149659864,326.6039,56.0,full-time,some non-university postsecondary (no certificate),1,"finance, insurance, real estate and leasing","wholesale, technical, insurance, real estate sales specialists",0,1,1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,56.0,3
2010,employed all year,27.0,79540.81632653062,322.8945,45.0,full-time,graduated high school,0,utilities,,0,1,1,0,0,0,1,0,0,0,0,1,0,100.0,100.0,180.0,3
2010,"employed part-year, unemployed part-year",9.0,53027.21088435374,266.1938,35.0,full-time,non-university postsecondary certificate,1,educational services,childcare and home support workers,0,1,1,1,0,0,1,0,0,0,0,1,0,1000.0,1000.0,116.0,4
2010,employed all year,23.0,99426.02040816327,784.9291,53.0,full-time,non-university postsecondary certificate,0,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,1,0,0,0,0,0,0,1000.0,500.0,118.0,4
2010,employed all year,11.0,99426.02040816327,319.5412,48.0,full-time,non-university postsecondary certificate,1,construction,"financial, secretarial and administrative",0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,1.0,118.0,4
2010,employed all year,6.0,79540.81632653062,225.1992,27.0,full-time,university certificate above bachelor,0,public administration,"occupations in social science, government service and religion",1,1,1,0,1,1,0,0,0,0,0,1,1,20.0,20.0,24.0,6
2010,employed all year,6.0,86169.21768707484,265.746,32.0,full-time,university certificate above bachelor,1,educational services,"occupations in social science, government service and religion",0,1,1,0,1,1,0,0,0,0,0,1,0,1000.0,20.0,35.0,6
2010,employed all year,7.0,109368.6224489796,269.0781,31.0,full-time,bachelor's degree,1,educational services,teachers and professors,0,1,1,0,1,0,1,0,0,0,0,1,0,1000.0,20.0,11.0,5
2010,employed all year,12.0,41096.08843537415,277.1321,31.0,full-time,some non-university postsecondary (no certificate),1,transportation and warehousing,clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,1000.0,12.0,3
2010,employed all year,1.0,6959.821428571429,175.7464,54.0,full-time,11-13 years of elementary and secondary school (not graduated),1,health care and social assistance,,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,1.0,57.0,2
2010,employed all year,23.0,62969.812925170074,226.0262,53.0,full-time,graduated high school,0,trade,other trades,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,20.0,204.0,3
2010,employed all year,2.0,31816.326530612245,198.8724,22.0,full-time,graduated high school,0,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,15.0,3
2010,employed all year,0.0,55678.571428571435,348.2624,53.0,part-time,non-university postsecondary certificate,1,health care and social assistance,"technical, assisting and related in health",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,36.0,4
2010,employed all year,35.0,159081.63265306124,465.6094,54.0,full-time,non-university postsecondary certificate,0,manufacturing,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,1000.0,256.0,4
2010,employed all year,31.0,192223.6394557823,1206.8749,56.0,full-time,bachelor's degree,0,public administration,"occupations in social science, government service and religion",0,1,1,0,1,0,0,0,0,0,0,1,0,1000.0,1000.0,300.0,5
2010,employed all year,6.0,109368.6224489796,4460.7244,33.0,full-time,university certificate above bachelor,1,manufacturing,middle management,0,1,1,0,1,1,0,0,0,0,0,0,0,1000.0,100.0,82.0,6
2010,employed all year,23.0,102740.22108843538,2425.4967,55.0,full-time,university certificate above bachelor,0,"information, culture and recreation",natural and applied sciences,0,1,1,0,1,1,0,0,0,0,0,0,0,1000.0,100.0,112.0,6
2010,employed all year,22.0,51701.530612244904,2287.8465,51.0,full-time,bachelor's degree,1,manufacturing,clerical and supervisor occupations,0,1,1,0,1,0,0,0,0,0,0,0,0,20.0,20.0,16.0,5
2010,employed all year,18.0,50375.85034013606,2270.6109,41.0,full-time,graduated high school,0,"business, building and other support services","labourer in processing, manufacturing and utilities",0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,100.0,48.0,3
2010,"employed part-year, unemployed part-year",5.0,82855.01700680272,7433.5631,31.0,full-time,university certificate above bachelor,0,manufacturing,"financial, secretarial and administrative",0,1,1,0,1,1,0,0,0,0,0,0,0,100.0,100.0,49.0,6
2010,employed all year,11.0,43747.44897959184,3388.858,35.0,full-time,graduated high school,1,"finance, insurance, real estate and leasing",clerical and supervisor occupations,0,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,53.0,3
2010,"employed part-year, unemployed part-year",1.0,19885.204081632655,1631.5941,24.0,full-time,non-university postsecondary certificate,1,other services,,0,1,1,1,0,0,0,1,0,1,0,0,0,1.0,1.0,4.0,4
2010,employed all year,32.0,6628.401360544218,1149.9343,58.0,part-time,bachelor's degree,0,educational services,teachers and professors,0,1,1,0,1,0,1,0,0,0,0,1,0,500.0,20.0,98.0,5
2010,employed all year,9.0,59655.61224489796,1409.5523,49.0,full-time,11-13 years of elementary and secondary school (not graduated),1,"professional, scientific and technical services","financial, secretarial and administrative",0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,12.0,2
2010,employed all year,9.0,15245.323129251701,954.4456,27.0,full-time,non-university postsecondary certificate,1,"information, culture and recreation",occupations unique to primary industry,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,60.0,4
2010,employed all year,30.0,47724.48979591837,385.0338,48.0,full-time,11-13 years of elementary and secondary school (not graduated),0,manufacturing,clerical and supervisor occupations,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,156.0,2
2010,employed all year,15.0,72912.4149659864,640.034,38.0,full-time,bachelor's degree,0,other services,"occupations in art, culture, recreation and sport",0,1,1,0,1,0,0,0,0,0,0,0,1,1000.0,20.0,141.0,5
2010,employed all year,24.0,132568.02721088435,275.1986,43.0,full-time,non-university postsecondary certificate,0,manufacturing,machine operators and assemblers in manufacturing,0,1,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,296.0,4
2010,employed all year,25.0,64958.333333333336,1014.0472,45.0,full-time,non-university postsecondary certificate,0,"professional, scientific and technical services",natural and applied sciences,0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,10.0,4
2010,employed all year,13.0,69598.21428571429,540.5802,34.0,full-time,non-university postsecondary certificate,1,health care and social assistance,middle management,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,100.0,32.0,4
2010,"employed part-year, not in labour force part-year",20.0,37119.04761904762,619.1304,40.0,full-time,non-university postsecondary certificate,1,health care and social assistance,"occupations in social science, government service and religion",0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,20.0,36.0,4
2010,employed all year,3.0,33142.00680272109,335.1385,32.0,full-time,non-university postsecondary certificate,1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,23.0,4
2010,employed all year,14.0,139196.42857142858,699.9641,37.0,full-time,university certificate above bachelor,1,"finance, insurance, real estate and leasing","occupations in social science, government service and religion",0,1,1,0,1,1,0,0,0,0,0,1,0,100.0,20.0,60.0,6
2010,employed all year,31.0,62969.812925170074,254.15,53.0,full-time,some non-university postsecondary (no certificate),0,manufacturing,clerical and supervisor occupations,0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,20.0,372.0,3
2010,employed all year,31.0,47724.48979591837,201.3828,59.0,full-time,graduated high school,1,trade,"financial, secretarial and administrative",0,1,1,0,0,0,0,0,0,0,0,0,0,1000.0,1.0,301.0,3
2010,employed all year,7.0,33142.00680272109,693.0659,50.0,full-time,bachelor's degree,1,trade,clerical and supervisor occupations,0,1,1,0,1,0,0,0,0,0,0,0,0,500.0,100.0,24.0,5
2010,employed all year,8.0,69598.21428571429,746.4603,35.0,part-time,bachelor's degree,1,"professional, scientific and technical services",natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,100.0,36.0,5
2010,employed all year,18.0,59655.61224489796,185.1333,46.0,full-time,bachelor's degree,0,"finance, insurance, real estate and leasing",natural and applied sciences,0,1,1,0,1,0,0,0,0,0,0,0,0,20.0,20.0,14.0,5
2010,employed all year,45.0,53027.21088435374,132.2468,61.0,full-time,11-13 years of elementary and secondary school (not graduated),0,trade,"retail salespersons, sales clerks, cashiers",0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,48.0,2
2010,employed all year,1.0,13256.802721088436,407.8144,40.0,part-time,bachelor's degree,1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,1.0,22.0,5
2010,employed all year,23.0,76226.6156462585,445.5399,45.0,full-time,non-university postsecondary certificate,0,"business, building and other support services",other trades,0,1,1,1,0,0,0,0,0,0,0,0,0,1000.0,1.0,48.0,4
2010,employed all year,29.0,37119.04761904762,475.6141,58.0,full-time,bachelor's degree,1,trade,"retail salespersons, sales clerks, cashiers",0,1,1,0,1,0,0,0,0,0,0,0,0,1000.0,1.0,132.0,5
